,ID,Producto,Cliente,Año,Periodo,Cantidad,Ingresos,Conteo,Costos,Margen
5429,5912,"Salsify, Organic",Borer Group,2019,3,6.0,72.0,5.0,31.75,40.25
5430,5913,"Salsify, Organic",Borer Group,2019,4,7.0,90.0,5.0,43.05,46.95
5431,5914,"Salsify, Organic",Borer Group,2019,5,7.0,91.0,4.0,44.06,46.94
5432,5915,"Salsify, Organic",Borer Group,2019,6,8.0,104.0,4.0,50.36,53.64
5434,5917,Beef - Ground Lean Fresh,Borer Group,2019,1,5.0,98.5,5.0,27.4,71.1
5437,5920,Muffin Puck Ww Carrot,Borer Group,2019,2,8.0,158.55,5.0,44.58,113.97000000000001
5439,5922,Muffin Puck Ww Carrot,Borer Group,2019,3,4.0,78.0,4.0,21.39,56.61
5440,5923,Muffin Puck Ww Carrot,Borer Group,2019,4,5.0,98.25,5.0,29.95,68.3
5441,5924,Muffin Puck Ww Carrot,Borer Group,2019,5,4.0,81.0,4.0,24.93,56.07
5442,5925,Muffin Puck Ww Carrot,Borer Group,2019,6,4.0,81.0,4.0,24.46,56.54
5444,5927,Octopus,Borer Group,2019,1,10.0,120.0,5.0,60.25,59.75
5447,5930,V8 - Vegetable Cocktail,Borer Group,2019,2,11.0,133.9,6.0,68.17,65.73
5449,5932,V8 - Vegetable Cocktail,Borer Group,2019,3,8.0,96.0,4.0,48.2,47.8
5450,5933,V8 - Vegetable Cocktail,Borer Group,2019,4,8.0,99.0,5.0,51.19,47.81
5451,5934,V8 - Vegetable Cocktail,Borer Group,2019,5,7.0,87.5,4.0,45.67,41.83
5452,5935,V8 - Vegetable Cocktail,Borer Group,2019,6,8.0,100.0,4.0,52.19,47.81
5454,5937,Cape Capensis - Fillet,Borer Group,2019,1,9.0,114.0,5.0,25.9,88.1
5457,5940,Roe - White Fish,Borer Group,2019,2,9.0,115.76,6.0,27.66,88.10000000000001
5459,5942,Roe - White Fish,Borer Group,2019,3,9.0,117.0,5.0,29.11,87.89
5460,5943,Roe - White Fish,Borer Group,2019,4,9.0,117.0,5.0,30.25,86.75
5461,5944,Roe - White Fish,Borer Group,2019,5,7.0,91.0,4.0,23.13,67.87
5462,5945,Roe - White Fish,Borer Group,2019,6,7.0,91.0,4.0,22.41,68.59
5464,5947,Skirt - 29 Foot,Borer Group,2019,1,9.0,121.5,5.0,81.09,40.41
5467,5950,Blueberries - Frozen,Borer Group,2019,2,8.0,109.6,5.0,73.68,35.91999999999999
5469,5952,Blueberries - Frozen,Borer Group,2019,3,9.0,121.5,5.0,81.09,40.41
5470,5953,Blueberries - Frozen,Borer Group,2019,4,10.0,143.0,5.0,98.1,44.900000000000006
5471,5954,Blueberries - Frozen,Borer Group,2019,5,7.0,101.5,4.0,70.07,31.430000000000007
5472,5955,Blueberries - Frozen,Borer Group,2019,6,8.0,116.0,4.0,80.08,35.92
5474,5957,Crackers - Soda / Saltins,Borer Group,2019,1,3.0,71.5,3.0,22.68,48.82
5477,5960,Pastry - Baked Cinnamon Stick,Borer Group,2019,2,5.0,134.36,5.0,53.01,81.35000000000002
5479,5962,Pastry - Baked Cinnamon Stick,Borer Group,2019,3,4.0,108.0,4.0,42.92,65.08
5480,5963,Pastry - Baked Cinnamon Stick,Borer Group,2019,4,4.0,113.25,5.0,48.17,65.08
5481,5964,Pastry - Baked Cinnamon Stick,Borer Group,2019,5,4.0,115.0,4.0,49.92,65.08
5482,5965,Pastry - Baked Cinnamon Stick,Borer Group,2019,6,4.0,115.0,4.0,49.92,65.08
5484,5967,Onions - Red,Borer Group,2019,1,4.0,110.0,4.0,26.64,83.36
5487,5970,Pectin,Borer Group,2019,2,4.0,114.5,4.0,30.9,83.6
5489,5972,Pectin,Borer Group,2019,3,5.0,138.0,5.0,33.81,104.19
5490,5973,Pectin,Borer Group,2019,4,5.0,150.0,5.0,45.67,104.33
5491,5974,Pectin,Borer Group,2019,5,4.0,120.0,4.0,36.48,83.52000000000001
5492,5975,Pectin,Borer Group,2019,6,4.0,120.0,4.0,36.46,83.53999999999999
5494,5977,Crawfish,Borer Group,2019,1,4.0,227.55,4.0,89.95,137.60000000000002
5497,5980,ORGANIC Shiitake 5lbs/cs (L),Borer Group,2019,2,4.0,227.6,4.0,89.3,138.3
5499,5982,ORGANIC Shiitake 5lbs/cs (L),Borer Group,2019,3,4.0,226.4,4.0,86.57,139.83
5500,5983,ORGANIC Shiitake 5lbs/cs (L),Borer Group,2019,4,5.0,283.0,5.0,100.99,182.01
5501,5984,ORGANIC Shiitake 5lbs/cs (L),Borer Group,2019,5,4.0,226.4,4.0,77.25,149.15
5502,5985,ORGANIC Shiitake 5lbs/cs (L),Borer Group,2019,6,3.0,169.8,3.0,56.9,112.9
5508,5991,Bread Country Roll,Borer Group,2019,1,4.0,95.5,4.0,45.66,49.84
5511,5994,Juice - Apple Cider,Borer Group,2019,2,5.0,135.3,4.0,72.99,62.31000000000002
5513,5996,Juice - Apple Cider,Borer Group,2019,3,5.0,147.95,4.0,85.64,62.30999999999999
5514,5997,Juice - Apple Cider,Borer Group,2019,4,4.0,138.6,4.0,88.76,49.83999999999999
5515,5998,Juice - Apple Cider,Borer Group,2019,5,2.0,69.3,2.0,44.38,24.919999999999995
5516,5999,Juice - Apple Cider,Borer Group,2019,6,2.0,69.3,2.0,44.38,24.919999999999995
5518,6001,"Sugar - Sweet N Low, Individual",Borer Group,2019,1,1.0,25.85,1.0,15.97,9.88
5521,6004,Onions - Vidalia,Borer Group,2019,2,1.0,34.1,1.0,24.22,9.880000000000003
5523,6006,Onions - Vidalia,Borer Group,2019,4,1.0,34.1,1.0,24.22,9.880000000000003
5525,6008,Beef - Short Loin,Borer Group,2019,5,1.0,20.75,1.0,10.44,10.31
5529,6012,Cheese - Oka,Borer Group,2019,1,1.0,95.0,1.0,52.9,42.1
5532,6015,Truffle Shells - White Chocolate,Borer Group,2019,3,1.0,95.0,1.0,52.9,42.1
5535,6018,Chick Peas - Dried,Borer Group,2019,5,1.0,36.5,1.0,15.57,20.93
5543,6026,Wine - Semi Dry Riesling Vineland,"Leffler, Botsford and Fadel",2019,3,1.0,16.5,1.0,9.49,7.01
5547,6030,Icecream Cone - Areo Chocolate,"Leffler, Botsford and Fadel",2019,3,2.0,45.0,1.0,31.52,13.48
5551,6034,Bread Country Roll,"Leffler, Botsford and Fadel",2019,3,2.0,42.0,1.0,17.07,24.93
5555,6038,"Sugar - Sweet N Low, Individual","Leffler, Botsford and Fadel",2019,3,2.0,68.2,1.0,48.44,19.760000000000005
5559,6042,Soup - French Can Pea,"Leffler, Botsford and Fadel",2019,3,2.0,47.86,1.0,19.91,27.95
5567,6050,Tea - Earl Grey,"Altenwerth, Considine and Corkery",2019,1,43.0,642.25,6.0,213.41,428.84000000000003
5570,6053,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,2,33.0,542.9,5.0,212.52,330.38
5572,6055,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,3,27.0,391.5,5.0,121.95,269.55
5573,6056,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,4,20.0,290.0,4.0,90.82,199.18
5574,6057,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,5,34.0,493.0,6.0,154.85,338.15
5575,6058,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,6,24.0,348.0,3.0,109.44,238.56
5577,6060,Tomatoes - Heirloom,"Altenwerth, Considine and Corkery",2019,3,4.0,66.0,1.0,27.66,38.34
5580,6063,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,4,14.0,231.0,2.0,96.5,134.5
5582,6065,"Wine - Red, Metus Rose","Altenwerth, Considine and Corkery",2019,5,14.0,231.0,2.0,95.74,135.26
5590,6073,Fresh Jumbo Cremini 5#/cs,"Altenwerth, Considine and Corkery",2019,4,38.0,636.5,6.0,263.9,372.6
5591,6074,Fresh Jumbo Cremini 5#/cs,"Altenwerth, Considine and Corkery",2019,5,29.0,686.75,6.0,200.31,486.44
5592,6075,Fresh Jumbo Cremini 5#/cs,"Altenwerth, Considine and Corkery",2019,6,30.0,502.5,3.0,208.73,293.77
5594,6077,Kippers - Smoked,"Altenwerth, Considine and Corkery",2019,1,3.0,70.55,2.0,27.05,43.5
5598,6081,Tomatoes,"Altenwerth, Considine and Corkery",2019,1,6.0,76.2,6.0,52.14,24.060000000000002
5601,6084,Chinese Foods - Plain Fried Rice,"Altenwerth, Considine and Corkery",2019,2,11.0,202.5,9.0,158.39,44.110000000000014
5603,6086,Chinese Foods - Plain Fried Rice,"Altenwerth, Considine and Corkery",2019,3,7.0,88.9,7.0,60.83,28.070000000000007
5604,6087,Chinese Foods - Plain Fried Rice,"Altenwerth, Considine and Corkery",2019,4,4.0,50.8,4.0,34.76,16.04
5605,6088,Chinese Foods - Plain Fried Rice,"Altenwerth, Considine and Corkery",2019,5,3.0,38.1,3.0,26.07,12.030000000000001
5606,6089,Chinese Foods - Plain Fried Rice,"Altenwerth, Considine and Corkery",2019,6,3.0,38.1,3.0,26.07,12.030000000000001
5608,6091,Mix Pina Colada,"Altenwerth, Considine and Corkery",2019,1,6.0,76.2,6.0,52.92,23.28
5611,6094,Lidsoupcont Rp12dn,"Altenwerth, Considine and Corkery",2019,2,9.0,174.9,9.0,139.99,34.91
5613,6096,Lidsoupcont Rp12dn,"Altenwerth, Considine and Corkery",2019,3,6.0,76.2,6.0,52.92,23.28
5614,6097,Lidsoupcont Rp12dn,"Altenwerth, Considine and Corkery",2019,4,2.0,25.4,2.0,17.64,7.759999999999998
5615,6098,Lidsoupcont Rp12dn,"Altenwerth, Considine and Corkery",2019,5,3.0,38.1,3.0,26.46,11.64
5616,6099,Lidsoupcont Rp12dn,"Altenwerth, Considine and Corkery",2019,6,2.0,25.4,2.0,17.64,7.759999999999998
5618,6101,Kohlrabi,"Altenwerth, Considine and Corkery",2019,1,12.0,153.2,7.0,103.59,49.609999999999985
5621,6104,Puree - Guava,"Altenwerth, Considine and Corkery",2019,2,8.0,99.52,7.0,66.46,33.06
5623,6106,Puree - Guava,"Altenwerth, Considine and Corkery",2019,3,8.0,92.0,5.0,58.93,33.07
5624,6107,Puree - Guava,"Altenwerth, Considine and Corkery",2019,4,6.0,69.0,6.0,44.22,24.78
5625,6108,Puree - Guava,"Altenwerth, Considine and Corkery",2019,5,5.0,57.5,5.0,36.85,20.65
5626,6109,Puree - Guava,"Altenwerth, Considine and Corkery",2019,6,4.0,46.0,3.0,29.47,16.53
5628,6111,Octopus,"Altenwerth, Considine and Corkery",2019,1,43.0,580.5,7.0,323.56,256.94
5631,6114,V8 - Vegetable Cocktail,"Altenwerth, Considine and Corkery",2019,2,33.0,450.44,8.0,253.24,197.2
5633,6116,V8 - Vegetable Cocktail,"Altenwerth, Considine and Corkery",2019,3,36.0,486.0,9.0,270.88,215.12
5634,6117,V8 - Vegetable Cocktail,"Altenwerth, Considine and Corkery",2019,4,29.0,397.02,9.0,223.73,173.29
5635,6118,V8 - Vegetable Cocktail,"Altenwerth, Considine and Corkery",2019,5,27.0,364.5,8.0,203.14,161.36
5636,6119,V8 - Vegetable Cocktail,"Altenwerth, Considine and Corkery",2019,6,17.0,229.5,7.0,127.91,101.59
5638,6121,Cape Capensis - Fillet,"Altenwerth, Considine and Corkery",2019,6,2.0,29.76,1.0,10.16,19.6
5651,6134,Blueberries - Frozen,"Altenwerth, Considine and Corkery",2019,3,34.0,510.0,9.0,357.28,152.72000000000003
5652,6135,Blueberries - Frozen,"Altenwerth, Considine and Corkery",2019,4,30.0,465.0,9.0,315.26,149.74
5653,6136,Blueberries - Frozen,"Altenwerth, Considine and Corkery",2019,5,24.0,360.0,8.0,252.23,107.77000000000001
5654,6137,Blueberries - Frozen,"Altenwerth, Considine and Corkery",2019,6,10.0,150.0,5.0,105.1,44.900000000000006
5656,6139,Coffee - Espresso,"Altenwerth, Considine and Corkery",2019,1,16.0,288.0,7.0,199.74,88.25999999999999
5659,6142,"Trout - Hot Smkd, Dbl Fillet","Altenwerth, Considine and Corkery",2019,2,13.0,232.92,8.0,161.22,71.69999999999999
5661,6144,"Trout - Hot Smkd, Dbl Fillet","Altenwerth, Considine and Corkery",2019,3,18.0,324.0,9.0,224.73,99.27000000000001
5662,6145,"Trout - Hot Smkd, Dbl Fillet","Altenwerth, Considine and Corkery",2019,4,16.0,288.0,9.0,199.75,88.25
5663,6146,"Trout - Hot Smkd, Dbl Fillet","Altenwerth, Considine and Corkery",2019,5,12.0,216.0,7.0,149.8,66.19999999999999
5664,6147,"Trout - Hot Smkd, Dbl Fillet","Altenwerth, Considine and Corkery",2019,6,10.0,180.0,6.0,124.84,55.16
5666,6149,Wine - Prem Select Charddonany,"Altenwerth, Considine and Corkery",2019,1,8.0,172.0,5.0,97.09,74.91
5669,6152,"Juice - Apple, 1.36l","Altenwerth, Considine and Corkery",2019,2,13.0,281.25,8.0,159.51,121.74000000000001
5671,6154,"Juice - Apple, 1.36l","Altenwerth, Considine and Corkery",2019,3,18.0,387.0,9.0,218.43,168.57
5672,6155,"Juice - Apple, 1.36l","Altenwerth, Considine and Corkery",2019,4,17.0,365.5,9.0,206.3,159.2
5673,6156,"Juice - Apple, 1.36l","Altenwerth, Considine and Corkery",2019,5,15.0,322.5,7.0,182.03,140.47
5674,6157,"Juice - Apple, 1.36l","Altenwerth, Considine and Corkery",2019,6,11.0,236.85,7.0,133.86,102.98999999999998
5676,6159,Wine - Semi Dry Riesling Vineland,"Altenwerth, Considine and Corkery",2019,1,13.0,234.0,7.0,142.82,91.18
5679,6162,Wine - Sawmill Creek Autumn,"Altenwerth, Considine and Corkery",2019,2,13.0,234.0,8.0,142.81,91.19
5681,6164,Wine - Sawmill Creek Autumn,"Altenwerth, Considine and Corkery",2019,3,16.0,288.0,9.0,175.77,112.22999999999999
5682,6165,Wine - Sawmill Creek Autumn,"Altenwerth, Considine and Corkery",2019,4,15.0,270.0,9.0,164.79,105.21000000000001
5683,6166,Wine - Sawmill Creek Autumn,"Altenwerth, Considine and Corkery",2019,5,12.0,216.0,8.0,131.85,84.15
5684,6167,Wine - Sawmill Creek Autumn,"Altenwerth, Considine and Corkery",2019,6,10.0,180.0,5.0,109.86,70.14
5689,6172,Cheese - Camembert,"Altenwerth, Considine and Corkery",2019,2,18.0,474.57,9.0,353.25,121.32
5691,6174,Cheese - Camembert,"Altenwerth, Considine and Corkery",2019,3,17.0,408.0,8.0,293.42,114.57999999999998
5692,6175,Cheese - Camembert,"Altenwerth, Considine and Corkery",2019,4,17.0,408.0,9.0,293.42,114.57999999999998
5693,6176,Cheese - Camembert,"Altenwerth, Considine and Corkery",2019,5,10.0,240.0,6.0,172.6,67.4
5694,6177,Cheese - Camembert,"Altenwerth, Considine and Corkery",2019,6,6.0,144.0,5.0,103.56,40.44
5696,6179,Bread Country Roll,"Altenwerth, Considine and Corkery",2019,1,17.0,422.0,7.0,210.12,211.88
5699,6182,Juice - Apple Cider,"Altenwerth, Considine and Corkery",2019,2,15.0,403.1,9.0,216.13,186.97000000000003
5701,6184,Juice - Apple Cider,"Altenwerth, Considine and Corkery",2019,3,17.0,399.5,9.0,187.6,211.9
5702,6185,Juice - Apple Cider,"Altenwerth, Considine and Corkery",2019,4,15.0,352.5,8.0,165.53,186.97
5703,6186,Juice - Apple Cider,"Altenwerth, Considine and Corkery",2019,5,15.0,365.15,8.0,178.2,186.95
5704,6187,Juice - Apple Cider,"Altenwerth, Considine and Corkery",2019,6,9.0,211.5,5.0,99.32,112.18
5706,6189,Pepper - Red Thai,"Altenwerth, Considine and Corkery",2019,1,7.0,122.0,7.0,83.36,38.64
5709,6192,Macaroons - Two Bite Choc,"Altenwerth, Considine and Corkery",2019,2,5.0,89.0,4.0,61.41,27.590000000000003
5711,6194,Macaroons - Two Bite Choc,"Altenwerth, Considine and Corkery",2019,3,8.0,136.0,8.0,91.84,44.16
5712,6195,Macaroons - Two Bite Choc,"Altenwerth, Considine and Corkery",2019,4,5.0,87.25,5.0,59.65,27.6
5713,6196,Macaroons - Two Bite Choc,"Altenwerth, Considine and Corkery",2019,5,3.0,53.25,3.0,36.69,16.560000000000002
5714,6197,Macaroons - Two Bite Choc,"Altenwerth, Considine and Corkery",2019,6,2.0,35.5,2.0,24.46,11.04
5720,6203,Cheese - St. Paulin,"Kertzmann, Johnson and Abshire",2019,1,3.0,34.5,1.0,24.27,10.23
5723,6206,"Chicken - Breast, 5 - 7 Oz","Kertzmann, Johnson and Abshire",2019,2,4.0,55.68,2.0,42.04,13.64
5725,6208,"Chicken - Breast, 5 - 7 Oz","Kertzmann, Johnson and Abshire",2019,4,1.0,20.5,1.0,17.09,3.41
5726,6209,"Chicken - Breast, 5 - 7 Oz","Kertzmann, Johnson and Abshire",2019,5,5.0,89.34,3.0,72.29,17.049999999999997
5727,6210,"Chicken - Breast, 5 - 7 Oz","Kertzmann, Johnson and Abshire",2019,6,3.0,61.5,2.0,51.27,10.229999999999997
5729,6212,Octopus,"Kertzmann, Johnson and Abshire",2019,1,8.0,87.25,4.0,39.44,47.81
5732,6215,V8 - Vegetable Cocktail,"Kertzmann, Johnson and Abshire",2019,2,6.0,73.52,3.0,37.67,35.849999999999994
5734,6217,V8 - Vegetable Cocktail,"Kertzmann, Johnson and Abshire",2019,3,8.0,96.76,4.0,48.96,47.800000000000004
5735,6218,V8 - Vegetable Cocktail,"Kertzmann, Johnson and Abshire",2019,4,6.0,76.0,3.0,40.15,35.85
5736,6219,V8 - Vegetable Cocktail,"Kertzmann, Johnson and Abshire",2019,5,8.0,104.0,4.0,56.2,47.8
5737,6220,V8 - Vegetable Cocktail,"Kertzmann, Johnson and Abshire",2019,6,8.0,104.0,3.0,56.2,47.8
5739,6222,Cape Capensis - Fillet,"Kertzmann, Johnson and Abshire",2019,1,2.0,22.5,1.0,2.93,19.57
5742,6225,Roe - White Fish,"Kertzmann, Johnson and Abshire",2019,2,2.0,24.76,1.0,5.16,19.6
5745,6228,Skirt - 29 Foot,"Kertzmann, Johnson and Abshire",2019,1,9.0,112.75,4.0,72.34,40.41
5748,6231,Blueberries - Frozen,"Kertzmann, Johnson and Abshire",2019,2,3.0,42.9,1.0,29.43,13.469999999999999
5750,6233,Blueberries - Frozen,"Kertzmann, Johnson and Abshire",2019,3,9.0,123.1,4.0,82.69,40.41
5751,6234,Blueberries - Frozen,"Kertzmann, Johnson and Abshire",2019,4,6.0,85.0,3.0,58.06,26.939999999999998
5752,6235,Blueberries - Frozen,"Kertzmann, Johnson and Abshire",2019,5,6.0,87.0,3.0,60.06,26.939999999999998
5753,6236,Blueberries - Frozen,"Kertzmann, Johnson and Abshire",2019,6,8.0,116.0,3.0,80.07,35.93000000000001
5755,6238,Wine - Prem Select Charddonany,"Kertzmann, Johnson and Abshire",2019,1,3.0,55.4,2.0,27.31,28.09
5758,6241,"Juice - Apple, 1.36l","Kertzmann, Johnson and Abshire",2019,3,8.0,160.7,4.0,85.78,74.91999999999999
5760,6243,"Juice - Apple, 1.36l","Kertzmann, Johnson and Abshire",2019,4,3.0,61.5,2.0,33.41,28.090000000000003
5761,6244,"Juice - Apple, 1.36l","Kertzmann, Johnson and Abshire",2019,5,6.0,123.0,4.0,66.82,56.18000000000001
5762,6245,"Juice - Apple, 1.36l","Kertzmann, Johnson and Abshire",2019,6,1.0,20.5,1.0,11.14,9.36
5764,6247,Wine - Semi Dry Riesling Vineland,"Kertzmann, Johnson and Abshire",2019,1,7.0,110.25,3.0,61.15,49.1
5767,6250,Wine - Sawmill Creek Autumn,"Kertzmann, Johnson and Abshire",2019,2,5.0,82.5,3.0,47.43,35.07
5769,6252,Wine - Sawmill Creek Autumn,"Kertzmann, Johnson and Abshire",2019,3,7.0,115.5,4.0,66.4,49.099999999999994
5770,6253,Wine - Sawmill Creek Autumn,"Kertzmann, Johnson and Abshire",2019,4,5.0,82.5,3.0,47.43,35.07
5771,6254,Wine - Sawmill Creek Autumn,"Kertzmann, Johnson and Abshire",2019,5,3.0,49.5,3.0,28.47,21.03
5772,6255,Wine - Sawmill Creek Autumn,"Kertzmann, Johnson and Abshire",2019,6,4.0,66.0,3.0,37.95,28.049999999999997
5774,6257,Icecream Cone - Areo Chocolate,"Kertzmann, Johnson and Abshire",2019,1,9.0,196.5,4.0,135.84,60.66
5777,6260,Cheese - Camembert,"Kertzmann, Johnson and Abshire",2019,2,8.0,210.4,3.0,156.48,53.920000000000016
5779,6262,Cheese - Camembert,"Kertzmann, Johnson and Abshire",2019,3,6.0,150.98,4.0,110.54,40.43999999999998
5780,6263,Cheese - Camembert,"Kertzmann, Johnson and Abshire",2019,4,6.0,139.5,3.0,99.06,40.44
5781,6264,Cheese - Camembert,"Kertzmann, Johnson and Abshire",2019,5,6.0,135.0,3.0,94.56,40.44
5782,6265,Cheese - Camembert,"Kertzmann, Johnson and Abshire",2019,6,3.0,67.5,2.0,47.28,20.22
5784,6267,Bread Country Roll,"Kertzmann, Johnson and Abshire",2019,1,9.0,194.25,4.0,82.07,112.18
5787,6270,Juice - Apple Cider,"Kertzmann, Johnson and Abshire",2019,2,7.0,215.85,3.0,128.6,87.25
5789,6272,Juice - Apple Cider,"Kertzmann, Johnson and Abshire",2019,3,4.0,111.9,3.0,62.05,49.85000000000001
5790,6273,Juice - Apple Cider,"Kertzmann, Johnson and Abshire",2019,4,4.0,88.75,3.0,38.9,49.85
5791,6274,Juice - Apple Cider,"Kertzmann, Johnson and Abshire",2019,5,7.0,147.0,4.0,59.75,87.25
5792,6275,Juice - Apple Cider,"Kertzmann, Johnson and Abshire",2019,6,3.0,63.0,2.0,25.61,37.39
5794,6277,Cherries - Fresh,"Kertzmann, Johnson and Abshire",2019,3,1.0,15.13,1.0,12.01,3.120000000000001
5798,6281,Sage Derby,"Kertzmann, Johnson and Abshire",2019,3,1.0,40.15,1.0,21.42,18.729999999999997
5802,6285,Soup - French Can Pea,"Kertzmann, Johnson and Abshire",2019,3,2.0,47.86,1.0,19.91,27.95
5810,6293,Black Currants,Williamson-Fritsch,2019,1,2.0,37.5,1.0,9.14,28.36
5814,6297,Muffin Orange Individual,Williamson-Fritsch,2019,2,3.0,41.64,1.0,26.34,15.3
5818,6301,Wine - Riesling Alsace Ac 2001,Williamson-Fritsch,2019,1,7.0,89.0,3.0,57.64,31.36
5821,6304,Paste - Black Olive,Williamson-Fritsch,2019,4,3.0,49.5,1.0,36.06,13.439999999999998
5824,6307,Spice - Onion Powder Granulated,Williamson-Fritsch,2019,1,5.0,70.0,4.0,42.4,27.6
5827,6310,Wine - Cava Aria Estate Brut,Williamson-Fritsch,2019,2,1.0,14.7,1.0,9.18,5.52
5829,6312,Wine - Cava Aria Estate Brut,Williamson-Fritsch,2019,4,2.0,33.0,1.0,21.96,11.04
5831,6314,Cheese - St. Paulin,Williamson-Fritsch,2019,1,6.0,88.0,3.0,67.54,20.459999999999994
5835,6318,Beef - Ground Lean Fresh,Williamson-Fritsch,2019,1,12.0,250.5,4.0,79.78,170.72
5838,6321,Muffin Puck Ww Carrot,Williamson-Fritsch,2019,2,13.0,284.05,2.0,98.82,185.23000000000002
5841,6324,Wine - Shiraz South Eastern,Williamson-Fritsch,2019,4,3.0,50.4,1.0,33.12,17.28
5845,6328,Octopus,Williamson-Fritsch,2019,1,10.0,133.0,4.0,73.24,59.760000000000005
5849,6332,Skirt - 29 Foot,Williamson-Fritsch,2019,1,2.0,27.5,1.0,18.52,8.98
5853,6336,Coffee - Espresso,Williamson-Fritsch,2019,1,2.0,36.0,1.0,24.97,11.030000000000001
5857,6340,Wine - Dubouef Macon - Villages,Williamson-Fritsch,2019,1,8.0,116.0,4.0,71.88,44.120000000000005
5860,6343,White Baguette,Williamson-Fritsch,2019,2,3.0,44.1,2.0,27.55,16.55
5862,6345,White Baguette,Williamson-Fritsch,2019,4,2.0,35.4,1.0,24.37,11.029999999999998
5864,6347,Wine - Prem Select Charddonany,Williamson-Fritsch,2019,1,2.0,43.0,1.0,24.27,18.73
5867,6350,"Juice - Apple, 1.36l",Williamson-Fritsch,2019,2,3.0,65.55,2.0,37.46,28.089999999999996
5870,6353,Wine - Semi Dry Riesling Vineland,Williamson-Fritsch,2019,1,14.0,246.0,4.0,147.82,98.18
5873,6356,Wine - Sawmill Creek Autumn,Williamson-Fritsch,2019,2,5.0,90.0,1.0,54.94,35.06
5875,6358,Wine - Sawmill Creek Autumn,Williamson-Fritsch,2019,4,4.0,97.0,1.0,68.95,28.049999999999997
5880,6363,Cheese - Camembert,Williamson-Fritsch,2019,2,10.0,287.3,1.0,219.9,67.4
5882,6365,Cheese - Camembert,Williamson-Fritsch,2019,4,6.0,217.5,1.0,177.06,40.44
5884,6367,Bread Bowl Plain,Williamson-Fritsch,2019,2,1.0,16.08,1.0,10.75,5.329999999999998
5888,6371,Cookie Dough - Oatmeal Rasin,Williamson-Fritsch,2019,2,1.0,14.7,1.0,12.25,2.4499999999999993
5892,6375,Cherries - Fresh,Williamson-Fritsch,2019,1,1.0,31.5,1.0,28.38,3.120000000000001
5895,6378,Sea Bass - Fillets,Williamson-Fritsch,2019,2,1.0,16.63,1.0,13.51,3.119999999999999
5898,6381,Ginger - Crystalized,Williamson-Fritsch,2019,2,1.0,38.5,1.0,20.17,18.33
5902,6385,"Sugar - Sweet N Low, Individual",Williamson-Fritsch,2019,1,1.0,27.35,1.0,17.47,9.880000000000003
5905,6388,Onions - Vidalia,Williamson-Fritsch,2019,2,1.0,35.6,1.0,25.72,9.880000000000003
5908,6391,Sage Derby,Williamson-Fritsch,2019,2,1.0,41.65,1.0,22.92,18.729999999999997
5912,6395,Cheese - Oka,Williamson-Fritsch,2019,2,1.0,96.5,1.0,54.4,42.1
5920,6403,Wine - Wyndham Estate Bin 777,"Swaniawski, Gleichner and Conn",2019,4,1.0,15.0,1.0,9.61,5.390000000000001
5924,6407,Cut Wakame - Hanawakaba,"Swaniawski, Gleichner and Conn",2019,5,4.0,50.0,2.0,26.14,23.86
5931,6414,Pork - Ground,"Swaniawski, Gleichner and Conn",2019,2,10.0,133.21,3.0,35.61,97.60000000000001
5934,6417,Pork - Ground,"Swaniawski, Gleichner and Conn",2019,4,8.0,122.0,2.0,43.92,78.08
5935,6418,Pork - Ground,"Swaniawski, Gleichner and Conn",2019,5,15.0,228.75,3.0,82.35,146.4
5936,6419,Pork - Ground,"Swaniawski, Gleichner and Conn",2019,6,13.0,198.25,4.0,71.37,126.88
5938,6421,Spice - Onion Powder Granulated,"Swaniawski, Gleichner and Conn",2019,1,4.0,43.1,3.0,21.02,22.080000000000002
5941,6424,Wine - Cava Aria Estate Brut,"Swaniawski, Gleichner and Conn",2019,2,4.0,49.8,3.0,27.72,22.08
5943,6426,Wine - Cava Aria Estate Brut,"Swaniawski, Gleichner and Conn",2019,3,2.0,20.4,1.0,9.36,11.04
5944,6427,Wine - Cava Aria Estate Brut,"Swaniawski, Gleichner and Conn",2019,4,2.0,26.5,1.0,15.46,11.04
5945,6428,Wine - Cava Aria Estate Brut,"Swaniawski, Gleichner and Conn",2019,6,3.0,39.75,3.0,23.19,16.56
5947,6430,Pears - Bartlett,"Swaniawski, Gleichner and Conn",2019,1,17.0,484.45,4.0,230.42,254.03
5950,6433,Garbage Bag - Clear,"Swaniawski, Gleichner and Conn",2019,2,10.0,264.2,3.0,114.78,149.42
5952,6435,Garbage Bag - Clear,"Swaniawski, Gleichner and Conn",2019,3,14.0,371.0,3.0,161.81,209.19
5953,6436,Garbage Bag - Clear,"Swaniawski, Gleichner and Conn",2019,4,9.0,317.25,2.0,182.77,134.48
5954,6437,Garbage Bag - Clear,"Swaniawski, Gleichner and Conn",2019,5,13.0,458.25,3.0,264.0,194.25
